age,gender,location,tenure_months,monthly_charges,total_charges,contract_type,internet_service,phone_service,online_security,tech_support,payment_method,churn,satisfaction_score,support_tickets,last_contact_day,last_contact_month,last_contact_year,last_contact_week,last_contact_week_of_year,valid_email,email_domain
35.0,male,other,68.10663165907921,32.73181152893932,2229.2534313358724,1 year,,no,no,no internet service,mailed check,yes,4.0,6.0,17.0,3.0,2024.0,6.0,11,1,company.in
39.0,male,chennai,2.4160699066981546,99.5355466728771,240.48483896308798,monthly,fiber optic,no,no,no,credit card (automatic),yes,5.0,5.0,5.0,10.0,2023.0,3.0,40,0,invalid
,male,other,70.36971723559068,53.16141267517683,3740.95357779674,1 year,dsl,yes,yes,no internet service,electronic check,no,9.0,0.0,1.0,10.0,2024.0,1.0,40,1,company.in
49.0,female,other,27.673169802245383,48.129623022615824,1331.8992304229064,2 year,dsl,,,no,credit card (automatic),no,7.0,5.0,6.0,12.0,2023.0,2.0,49,0,invalid
55.0,male,hyderabad,28.64990165029286,98.98334030927478,2835.8629648781916,1 year,fiber optic,,yes,no,credit card (automatic),yes,5.0,1.0,9.0,1.0,2023.0,0.0,2,1,outlook.com
43.0,male,mumbai,35.96391179525885,79.36638087283345,2854.3255212195013,monthly,fiber optic,no,no,no,mailed check,no,6.0,0.0,28.0,11.0,2023.0,1.0,48,0,invalid
29.0,,mumbai,8.988676491947126,118.680851976304,1066.7837842036604,1 year,no internet,no,no,no,mailed check,yes,4.0,5.0,31.0,8.0,2023.0,3.0,35,0,invalid
53.0,female,mumbai,54.08372841588704,83.57295238595489,4519.936859755843,monthly,no internet,no,,no,bank transfer (automatic),no,6.0,1.0,18.0,12.0,2023.0,0.0,51,1,company.in
35.0,other,bangalore,0.8546475819663614,54.742480615737655,46.78552868908059,1 year,dsl,,no,yes,electronic check,yes,4.0,6.0,27.0,7.0,2023.0,3.0,30,1,gmail.com
44.0,,mumbai,16.880175689201586,56.10589429292325,947.077352864317,2 year,no internet,,no,no internet service,bank transfer (automatic),no,6.0,2.0,21.0,6.0,2023.0,2.0,25,0,invalid
32.0,male,bangalore,38.440164265666354,120.58917445699544,4635.467674788002,2 year,fiber optic,,yes,no,credit card (automatic),yes,6.0,0.0,17.0,5.0,2023.0,2.0,20,1,hotmail.com
38.0,other,other,14.54408957119917,68.8195041781909,1000.9170330131238,monthly,fiber optic,no,yes,yes,electronic check,no,7.0,1.0,26.0,10.0,2023.0,3.0,43,1,company.in
29.0,female,,41.781642453777,108.53421735769828,4534.737863639867,monthly,fiber optic,,no,no internet service,mailed check,yes,5.0,3.0,12.0,5.0,2023.0,4.0,19,0,invalid
57.0,female,delhi,64.77758931400516,25.15164983028205,1629.2632432756782,monthly,no internet,yes,no,yes,electronic check,yes,5.0,4.0,31.0,5.0,2024.0,4.0,22,0,invalid
27.0,female,other,45.32807180922751,74.84966491243999,3392.7909860476966,monthly,fiber optic,no,no,no internet service,electronic check,no,6.0,1.0,19.0,6.0,2023.0,0.0,25,0,invalid
30.0,male,other,32.18731638493164,37.09605635518733,1194.0225025376687,monthly,no internet,no,no,no internet service,electronic check,yes,6.0,0.0,,,,,,1,gmail.com
36.0,male,other,1.8534881617672057,46.81264988899858,86.76669239021176,monthly,fiber optic,,yes,no,electronic check,yes,6.0,3.0,2.0,5.0,2024.0,3.0,18,0,invalid
49.0,male,delhi,1.2460822981145028,42.06132167673925,52.411868376684595,1 year,dsl,,yes,yes,electronic check,yes,5.0,5.0,15.0,7.0,2023.0,5.0,28,1,gmail.com
72.0,male,mumbai,14.90708440973811,64.91261483961331,967.6578286709342,monthly,fiber optic,yes,yes,no,credit card (automatic),no,6.0,1.0,,,,,,1,outlook.com
18.0,male,other,5.090971365352711,92.48664441521028,470.8468583953938,1 year,fiber optic,yes,no,yes,electronic check,yes,5.0,1.0,22.0,5.0,2023.0,0.0,21,0,invalid
38.0,male,kolkata,3.5196788789125737,114.58593452080834,403.30569355334825,2 year,fiber optic,no,yes,no,electronic check,no,5.0,3.0,26.0,7.0,2023.0,2.0,30,0,invalid
37.0,male,kolkata,42.16292849422824,75.60167009836513,3187.5878104016024,monthly,no internet,,no,no internet service,electronic check,yes,6.0,1.0,22.0,5.0,2023.0,0.0,21,0,invalid
34.0,male,other,51.55219970338575,70.16818987509039,3617.32453726575,monthly,dsl,yes,no,no internet service,bank transfer (automatic),no,9.0,0.0,10.0,8.0,2023.0,3.0,32,1,gmail.com
41.0,,delhi,15.180753497261495,41.45726053348599,629.3524528305984,monthly,no internet,yes,no,no internet service,electronic check,yes,7.0,1.0,30.0,4.0,2024.0,1.0,18,1,yahoo.com
54.0,,chennai,18.78334856823333,67.0331013407767,1259.1061080935176,2 year,dsl,yes,no,no,credit card (automatic),yes,8.0,2.0,5.0,10.0,2023.0,3.0,40,1,gmail.com
46.0,male,other,29.21702482944496,81.56026201751382,2382.948200461738,monthly,no internet,yes,,yes,electronic check,no,6.0,,2.0,9.0,2024.0,0.0,36,0,invalid
44.0,female,delhi,0.0,124.74571730988596,0.0,monthly,fiber optic,no,no,no,mailed check,yes,4.0,3.0,23.0,10.0,2023.0,0.0,43,0,invalid
35.0,other,other,30.75228576230729,28.615052001147102,879.9782562425588,2 year,no internet,no,no,no,bank transfer (automatic),no,7.0,2.0,12.0,2.0,2024.0,0.0,7,0,invalid
29.0,male,other,11.73675274031237,98.97420674342168,1161.6357922160973,monthly,no internet,no,no,no internet service,mailed check,yes,8.0,2.0,26.0,5.0,2024.0,6.0,21,0,invalid
49.0,female,other,55.161794776167206,46.38310178644267,2558.575141825825,2 year,fiber optic,no,no,yes,bank transfer (automatic),no,9.0,2.0,,,,,,0,invalid
34.0,other,other,0.0235069647064961,114.03250449042817,2.680558058449853,monthly,fiber optic,yes,no,no,electronic check,yes,6.0,1.0,,,,,,0,invalid
26.0,female,other,0.656360141600892,25.67007335767139,16.848812983946477,monthly,no internet,no,no,no internet service,credit card (automatic),yes,8.0,2.0,7.0,5.0,2023.0,6.0,18,0,invalid
40.0,female,,27.82695548722281,32.13042332600971,894.0918596784977,monthly,no internet,no,no,no,credit card (automatic),no,9.0,1.0,25.0,11.0,2023.0,5.0,47,1,outlook.com
21.0,other,other,39.41543557198008,81.76034329063918,3222.619543315163,monthly,fiber optic,no,no,no internet service,electronic check,yes,6.0,1.0,29.0,7.0,2023.0,5.0,30,0,invalid
44.0,female,delhi,28.6441086869938,48.66349454813615,1393.922426925742,monthly,,yes,,,electronic check,no,5.0,2.0,2.0,2.0,2024.0,4.0,5,1,company.in
39.0,other,other,24.0516724488368,115.88843873777388,2787.3107691280275,monthly,no internet,no,,no internet service,credit card (automatic),no,6.0,5.0,30.0,10.0,2023.0,0.0,44,1,gmail.com
33.0,male,pune,39.260020035985136,24.06561319901304,944.8164563715203,monthly,no internet,no,no,no internet service,mailed check,yes,10.0,2.0,28.0,7.0,2023.0,4.0,30,0,invalid
50.0,female,other,24.38334231050364,70.33541558538127,1715.0125147698843,1 year,dsl,yes,yes,no,electronic check,yes,4.0,2.0,,,,,,0,invalid
41.0,female,mumbai,22.678846345666013,78.96008647726899,1790.7236686584843,,no internet,yes,no,no internet service,electronic check,no,6.0,2.0,,,,,,0,invalid
51.0,male,other,0.6191745433375782,26.51472314567661,16.41724159544663,monthly,,yes,no,no internet service,electronic check,yes,4.0,2.0,5.0,11.0,2024.0,1.0,45,1,outlook.com
25.0,,other,4.067062105294616,20.92516343729056,85.10393926290087,monthly,no internet,yes,no,no,electronic check,yes,1.0,2.0,7.0,3.0,2023.0,1.0,10,1,hotmail.com
39.0,male,mumbai,64.30925409639872,81.81239111019926,5261.293848139756,1 year,no internet,no,no,no internet service,electronic check,no,10.0,1.0,12.0,11.0,2023.0,6.0,45,1,gmail.com
30.0,other,hyderabad,28.173818674923485,110.24825479610462,3106.114339852215,monthly,fiber optic,yes,no,no,electronic check,no,6.0,2.0,,,,,,0,invalid
38.0,female,mumbai,49.50270084615232,101.370713847309,5018.124122144249,2 year,fiber optic,yes,no,no,bank transfer (automatic),no,8.0,1.0,,,,,,1,yahoo.com
39.0,,delhi,6.040596438681739,63.49820205687196,383.56701320743423,monthly,fiber optic,yes,yes,no,credit card (automatic),no,7.0,0.0,6.0,3.0,2023.0,0.0,10,1,gmail.com
31.0,female,mumbai,3.898367547072568,21.081519231957145,82.18351041684795,1 year,dsl,no,no,,electronic check,yes,6.0,2.0,,,,,,1,yahoo.com
54.0,male,other,4.47912449344593,54.58858566691244,244.50907112323893,monthly,fiber optic,yes,no,no,credit card (automatic),yes,3.0,5.0,5.0,7.0,2023.0,2.0,27,1,outlook.com
57.0,female,other,3.853899710769445,43.33046536816047,166.99126794985906,monthly,no internet,yes,no,no internet service,electronic check,no,6.0,2.0,28.0,5.0,2023.0,6.0,21,1,outlook.com
39.0,unknown,hyderabad,28.200817794496537,108.36441467432576,3055.9651136379275,monthly,no internet,,no,no internet service,bank transfer (automatic),yes,6.0,0.0,1.0,3.0,2024.0,4.0,9,1,hotmail.com
46.0,female,other,20.036048469350547,47.93548731746576,960.4377472946824,monthly,fiber optic,no,no,no,electronic check,yes,4.0,4.0,5.0,9.0,2023.0,1.0,36,0,invalid
50.0,male,mumbai,2.728753306921568,67.31045947719248,183.67363888879916,monthly,dsl,yes,yes,yes,credit card (automatic),no,7.0,1.0,28.0,4.0,2023.0,4.0,17,0,invalid
22.0,female,other,7.504040048373126,67.95575973687605,509.9427425831398,monthly,no internet,yes,no,no,electronic check,no,6.0,0.0,6.0,4.0,2023.0,3.0,14,0,invalid
35.0,other,other,52.93926696842594,46.17672254646984,2444.5618426145,monthly,no internet,no,no,no internet service,electronic check,no,4.0,3.0,,,,,,1,company.in
47.0,other,other,6.933700606541394,47.848945723548766,331.77026398573634,monthly,,yes,no,no,bank transfer (automatic),yes,2.0,1.0,18.0,3.0,2024.0,0.0,12,0,invalid
57.0,,delhi,0.0367886939249888,117.66434837633054,4.328717698300077,2 year,dsl,yes,no,no internet service,mailed check,yes,4.0,1.0,14.0,11.0,2023.0,1.0,46,1,gmail.com
33.0,male,,18.956671888789536,75.02503952074868,1422.2250576383005,monthly,no internet,yes,no,no internet service,mailed check,no,5.0,2.0,29.0,7.0,2023.0,5.0,30,0,invalid
45.0,female,,36.0033693788978,31.705987743200907,1141.5223882412686,monthly,no internet,yes,no,no internet service,electronic check,no,9.0,1.0,16.0,4.0,2024.0,1.0,16,1,hotmail.com
54.0,other,delhi,35.07766251719245,113.61635710019854,3985.3962307935867,monthly,fiber optic,yes,no,yes,mailed check,yes,8.0,1.0,28.0,8.0,2023.0,0.0,35,0,invalid
32.0,,other,12.814555913362083,93.71372413807576,1200.8997578167618,monthly,fiber optic,yes,no,no internet service,bank transfer (automatic),no,5.0,2.0,29.0,12.0,2023.0,4.0,52,1,gmail.com
36.0,female,other,3.380848727982129,101.11805577568198,341.8648502452404,monthly,fiber optic,yes,no,no,mailed check,yes,5.0,1.0,,,,,,1,gmail.com
56.0,,other,21.276943011320345,76.90753583723783,1636.3572571499865,1 year,fiber optic,no,yes,yes,credit card (automatic),no,5.0,1.0,8.0,8.0,2023.0,1.0,32,1,company.in
41.0,female,other,18.70053327755689,116.895378996413,2186.005924915046,monthly,fiber optic,no,yes,yes,mailed check,yes,2.0,2.0,5.0,9.0,2023.0,1.0,36,0,invalid
47.0,female,other,21.42349289424662,46.62335301251418,998.8350719695493,1 year,dsl,no,no,no,credit card (automatic),yes,4.0,2.0,31.0,10.0,2023.0,1.0,44,1,gmail.com
42.0,male,other,31.675255958154803,72.52699735971933,2297.3112052455276,monthly,dsl,no,no,no internet service,electronic check,yes,8.0,1.0,18.0,2.0,2024.0,6.0,7,1,yahoo.com
35.0,female,other,11.396792606426205,47.88417400884271,545.7260003088045,monthly,dsl,,no,no,mailed check,no,8.0,4.0,4.0,10.0,2024.0,4.0,40,1,company.in
20.0,male,kolkata,1.502493056958762,76.42950721052941,114.83480393060007,1 year,dsl,no,no,no,credit card (automatic),no,5.0,2.0,20.0,5.0,2023.0,5.0,20,1,hotmail.com
25.0,,mumbai,32.69300572231056,103.9993580335373,3400.05160730706,monthly,dsl,no,no,no,electronic check,no,6.0,1.0,15.0,2.0,2024.0,3.0,7,1,outlook.com
51.0,male,other,32.38862584233963,65.33865456769007,2116.229235834789,2 year,,no,no,,electronic check,no,6.0,0.0,23.0,8.0,2023.0,2.0,34,0,invalid
30.0,female,,0.9912090903247114,88.39516100324853,87.61808712713638,monthly,dsl,yes,yes,yes,electronic check,no,7.0,1.0,10.0,12.0,2023.0,6.0,49,0,invalid
47.0,male,delhi,26.296439403231304,37.15760637946352,977.1127445266834,monthly,no internet,no,no,no,electronic check,yes,6.0,4.0,21.0,9.0,2023.0,3.0,38,1,company.in
22.0,male,,37.889862736855726,90.99779700328476,3447.894037810721,2 year,fiber optic,no,yes,no,bank transfer (automatic),no,10.0,1.0,25.0,12.0,2023.0,0.0,52,1,hotmail.com
49.0,female,mumbai,32.09850294772112,80.79432932456697,2593.3770179837643,monthly,dsl,no,yes,yes,bank transfer (automatic),no,4.0,5.0,15.0,6.0,2023.0,3.0,24,1,company.in
30.0,male,bangalore,65.77074709974458,74.47380454226281,4898.197764104977,monthly,dsl,yes,no,no internet service,credit card (automatic),no,8.0,1.0,,,,,,1,outlook.com
36.0,,other,32.88481274946884,47.98631196856131,1578.0208836237343,2 year,fiber optic,no,,yes,mailed check,no,6.0,3.0,,,,,,0,invalid
40.0,,other,3.657736854138068,52.31274435692249,191.34625297541862,monthly,dsl,no,yes,yes,electronic check,yes,6.0,0.0,21.0,8.0,2023.0,0.0,34,1,yahoo.com
43.0,female,delhi,53.69240971607683,30.460520869155907,1635.4987666718278,1 year,,yes,no,no,mailed check,no,3.0,3.0,11.0,6.0,2023.0,6.0,23,0,invalid
34.0,male,mumbai,56.51069680318196,115.47268029526788,6525.441625216647,monthly,fiber optic,,yes,no,mailed check,no,5.0,1.0,24.0,11.0,2023.0,4.0,47,1,outlook.com
48.0,male,mumbai,56.89113838906523,92.35500019926484,5254.181097258523,monthly,fiber optic,no,no,no,electronic check,no,6.0,2.0,27.0,9.0,2023.0,2.0,39,0,invalid
30.0,female,other,48.72268727031396,49.83374583769982,2428.0340139585587,monthly,no internet,,no,no internet service,electronic check,no,8.0,1.0,,,,,,1,gmail.com
50.0,unknown,other,10.005599245635812,55.21815397237381,552.4907197313855,2 year,no internet,no,no,yes,credit card (automatic),no,10.0,2.0,,,,,,1,gmail.com
38.0,other,mumbai,35.808197592048074,75.66579498280825,2709.4557377037977,monthly,fiber optic,yes,no,yes,credit card (automatic),yes,5.0,3.0,12.0,12.0,2023.0,1.0,50,0,invalid
29.0,female,other,1.0532126051991193,49.48265255491352,52.11575340952333,2 year,dsl,yes,no,no,credit card (automatic),yes,5.0,6.0,25.0,1.0,2024.0,3.0,4,1,gmail.com
41.0,female,kolkata,66.63870015558194,63.76068011763603,4248.9288440751225,monthly,no internet,yes,no,no,credit card (automatic),no,7.0,3.0,16.0,5.0,2023.0,1.0,20,0,invalid
30.0,male,delhi,3.982135294974464,61.95504877202065,246.71338641692776,monthly,no internet,yes,no,no,electronic check,yes,5.0,0.0,,,,,,1,gmail.com
43.0,male,other,34.4571491046848,96.07460765574476,3310.457081168089,monthly,dsl,no,,yes,credit card (automatic),no,7.0,2.0,6.0,7.0,2023.0,3.0,27,0,invalid
34.0,female,chennai,,34.533486278082776,,1 year,fiber optic,no,yes,yes,bank transfer (automatic),no,3.0,4.0,12.0,12.0,2023.0,1.0,50,0,invalid
49.0,male,kolkata,18.53108330578005,55.61350416375826,1030.57847858495,monthly,dsl,yes,yes,no,electronic check,no,7.0,0.0,24.0,12.0,2023.0,6.0,51,0,invalid
20.0,male,other,17.769361516264887,78.39275156892398,1392.9891428829517,monthly,fiber optic,yes,yes,yes,mailed check,yes,5.0,4.0,12.0,2.0,2023.0,6.0,6,1,yahoo.com
30.0,female,mumbai,31.765816591510823,45.64640909599127,1449.99545940433,monthly,fiber optic,yes,yes,yes,electronic check,no,9.0,3.0,,,,,,1,gmail.com
51.0,other,hyderabad,60.15139615728594,110.10918706824144,6623.221331898497,monthly,fiber optic,no,no,yes,electronic check,yes,7.0,1.0,24.0,7.0,2023.0,0.0,30,0,invalid
150.0,female,other,23.724430388047168,29.544135908233024,700.917795729879,monthly,dsl,no,yes,yes,electronic check,yes,7.0,1.0,5.0,8.0,2024.0,0.0,32,0,invalid
52.0,other,other,7.556585290870428,79.8009206196685,603.0224629525056,2 year,dsl,no,no,no,credit card (automatic),no,5.0,,24.0,7.0,2023.0,0.0,30,1,gmail.com
21.0,male,kolkata,46.35791081189427,29.620927364451568,1373.1643089268441,2 year,fiber optic,yes,no,no internet service,mailed check,no,6.0,1.0,11.0,11.0,2023.0,5.0,45,0,invalid
46.0,other,kolkata,17.751235568654213,61.91311594291476,1099.0343058920807,monthly,dsl,yes,yes,no,credit card (automatic),no,10.0,1.0,16.0,8.0,2023.0,2.0,33,0,invalid
32.0,male,other,33.2772115495024,86.21282055153645,2868.9222677727666,monthly,fiber optic,no,no,no internet service,bank transfer (automatic),yes,7.0,1.0,16.0,5.0,2023.0,1.0,20,1,yahoo.com
45.0,female,other,68.65955461909971,70.21988415084726,4821.265971201951,1 year,dsl,yes,no,no,cash,no,6.0,1.0,26.0,6.0,2023.0,0.0,26,1,yahoo.com
27.0,male,mumbai,17.55997076501468,75.17012320371437,1319.9851658597759,monthly,no internet,no,yes,no,electronic check,yes,5.0,3.0,29.0,7.0,2023.0,5.0,30,1,hotmail.com
51.0,other,bangalore,26.082246378515592,105.78976512026657,2759.2347181920877,monthly,fiber optic,no,yes,yes,electronic check,no,6.0,0.0,19.0,8.0,2023.0,5.0,33,1,outlook.com
45.0,female,mumbai,12.648932000560418,48.379593924126645,611.9501937610039,2 year,no internet,,no,no,bank transfer (automatic),no,4.0,4.0,,,,,,1,gmail.com
30.0,male,other,7.936339455329781,18.8934573734756,149.94489120070577,1 year,no internet,no,no,no internet service,electronic check,no,3.0,5.0,23.0,6.0,2023.0,4.0,25,0,invalid
56.0,male,bangalore,3.451298079693396,107.31489152905364,370.3756790567279,1 year,fiber optic,no,no,no,bank transfer (automatic),yes,2.0,4.0,5.0,8.0,2023.0,5.0,31,1,outlook.com
30.0,other,other,9.495276756291746,110.56444134884428,1049.839970012063,monthly,fiber optic,yes,no,yes,electronic check,yes,4.0,4.0,5.0,11.0,2024.0,1.0,45,1,yahoo.com
35.0,male,kolkata,55.10763395427325,24.7869304132024,1365.9490880608007,monthly,no internet,,no,no internet service,electronic check,no,6.0,2.0,8.0,11.0,2023.0,2.0,45,1,outlook.com
50.0,other,kolkata,30.057456736695205,114.0230889974113,3427.244064524037,2 year,dsl,no,no,no internet service,electronic check,yes,10.0,0.0,3.0,7.0,2024.0,2.0,27,1,yahoo.com
42.0,male,mumbai,25.87745083719673,78.81798172127434,2039.6084470793471,1 year,fiber optic,yes,no,yes,electronic check,no,6.0,2.0,19.0,7.0,2023.0,2.0,29,0,invalid
51.0,,hyderabad,1.052851227933214,30.58603594317926,32.2025455003857,monthly,no internet,,no,no internet service,mailed check,yes,3.0,5.0,16.0,5.0,2024.0,3.0,20,1,hotmail.com
41.0,other,other,57.86693281149903,80.1839152254476,4639.997234913911,1 year,dsl,no,yes,no,mailed check,no,8.0,3.0,29.0,8.0,2023.0,1.0,35,0,invalid
31.0,female,other,36.69022458191114,,,2 year,no internet,yes,no,no,credit card (automatic),no,9.0,2.0,,,,,,1,company.in
28.0,,,3.5602942723606694,75.94071378210366,270.3712883174046,1 year,dsl,no,yes,yes,credit card (automatic),no,7.0,0.0,7.0,1.0,2023.0,5.0,1,0,invalid
72.0,other,,14.607432797091072,79.7564596247108,1165.0371241018704,monthly,no internet,yes,yes,yes,electronic check,yes,7.0,1.0,4.0,8.0,2024.0,6.0,31,0,invalid
32.0,female,mumbai,67.19024088750828,121.988411973589,8196.430785990044,2 year,fiber optic,no,yes,yes,bank transfer (automatic),no,7.0,1.0,17.0,3.0,2024.0,6.0,11,1,outlook.com
43.0,male,other,56.692329741503045,89.66921182998607,5083.556524726256,monthly,dsl,no,no,yes,credit card (automatic),no,7.0,3.0,1.0,4.0,2024.0,0.0,14,1,gmail.com
34.0,male,hyderabad,15.007662189788428,46.455625440532216,697.1903334268487,2 year,no internet,no,no,no internet service,bank transfer (automatic),yes,6.0,0.0,8.0,6.0,2023.0,3.0,23,1,hotmail.com
22.0,,other,68.3008372398334,71.54993689726724,4886.9205945406,monthly,fiber optic,,no,no,bank transfer (automatic),no,7.0,2.0,22.0,10.0,2023.0,6.0,42,1,outlook.com
39.0,female,other,54.73426919460675,77.20921763660797,4225.99010242708,1 year,fiber optic,yes,no,no,credit card (automatic),no,8.0,4.0,,,,,,1,yahoo.com
50.0,male,other,43.63963085166165,86.62704934372454,3780.3724551288174,2 year,fiber optic,no,no,no internet service,bank transfer (automatic),no,8.0,1.0,,,,,,1,gmail.com
61.0,female,other,40.79978709647932,34.26519446974371,1398.012639185004,monthly,fiber optic,no,no,yes,electronic check,yes,5.0,2.0,29.0,2.0,2024.0,3.0,9,0,invalid
35.0,male,kolkata,29.0070504492555,38.12867421952821,1106.0003766490825,monthly,fiber optic,yes,no,,mailed check,no,7.0,1.0,15.0,11.0,2023.0,2.0,46,0,invalid
51.0,female,other,51.21629355461794,54.72087853895887,2802.6005788179104,monthly,dsl,no,no,no,credit card (automatic),no,9.0,1.0,21.0,12.0,2023.0,3.0,51,0,invalid
42.0,female,other,20.613826524557364,64.8389029451628,1336.5778973541976,2 year,no internet,yes,no,no internet service,credit card (automatic),no,10.0,3.0,21.0,5.0,2023.0,6.0,20,0,invalid
44.0,male,delhi,3.438454250994547,124.11612949410603,426.76763307599856,monthly,fiber optic,,no,no,mailed check,yes,10.0,2.0,,,,,,1,gmail.com
33.0,male,other,3.397504943807264,110.32109573493202,374.816468165666,,fiber optic,,,no,electronic check,yes,6.0,1.0,19.0,12.0,2023.0,1.0,51,0,invalid
36.0,male,other,58.06262172555847,72.53569331677002,4211.612522652737,monthly,dsl,yes,yes,yes,credit card (automatic),no,5.0,2.0,5.0,6.0,2024.0,2.0,23,0,invalid
34.0,female,mumbai,22.917351899259685,53.78691347308645,1232.6536236377542,monthly,dsl,yes,yes,yes,mailed check,no,4.0,5.0,30.0,4.0,2023.0,6.0,17,0,invalid
40.0,female,hyderabad,18.72578132618173,80.94588328059218,1515.774909566999,monthly,dsl,no,yes,no,electronic check,no,7.0,2.0,,,,,,1,hotmail.com
51.0,other,mumbai,5.5804055153322025,33.408327584287306,186.43201550938184,monthly,no internet,yes,no,no internet service,electronic check,yes,4.0,6.0,28.0,4.0,2023.0,4.0,17,1,gmail.com
51.0,male,other,5.32114488605319,107.86194935446086,573.9490602072176,monthly,fiber optic,yes,no,no,mailed check,yes,2.0,7.0,25.0,7.0,2023.0,1.0,30,1,gmail.com
27.0,,other,18.280191026475613,75.67634370828888,1383.3780191727467,monthly,fiber optic,,yes,no,electronic check,yes,5.0,2.0,6.0,4.0,2023.0,3.0,14,0,invalid
38.0,,other,15.03132913057474,116.9668642160404,1758.1674334025483,monthly,,no,,no,bank transfer (automatic),yes,9.0,2.0,11.0,7.0,2023.0,1.0,28,1,company.in
37.0,unknown,other,2.180461782515586,38.70341670223034,84.39132097198868,1 year,dsl,,no,no internet service,bank transfer (automatic),no,,2.0,19.0,6.0,2023.0,0.0,25,1,outlook.com
31.0,male,chennai,10.173063215266971,117.41785016639804,1194.4992123435127,monthly,fiber optic,yes,no,no internet service,mailed check,yes,8.0,0.0,19.0,12.0,2023.0,1.0,51,1,hotmail.com
42.0,male,kolkata,63.176419585475614,92.93150930676038,5871.080024675425,monthly,fiber optic,yes,yes,no internet service,mailed check,no,6.0,2.0,,,,,,1,hotmail.com
54.0,other,pune,8.033082965590841,35.62731715824114,286.1971945735692,1 year,no internet,yes,no,no,mailed check,no,6.0,0.0,22.0,8.0,2023.0,1.0,34,0,invalid
33.0,,,1.797888935369286,48.907432488609416,87.9301317285912,monthly,dsl,no,yes,no,mailed check,yes,3.0,3.0,16.0,5.0,2023.0,1.0,20,0,invalid
51.0,female,other,18.344506141609664,33.932462360322816,622.4742641688806,monthly,fiber optic,yes,no,no,credit card (automatic),yes,7.0,5.0,14.0,5.0,2024.0,1.0,20,0,invalid
26.0,,bangalore,23.96053875304853,85.18581938510268,2041.0981265869455,monthly,no internet,yes,no,no internet service,mailed check,yes,6.0,0.0,21.0,10.0,2023.0,5.0,42,0,invalid
34.0,male,other,32.582316737130895,32.65116412317058,1063.8505712971887,monthly,no internet,no,no,no internet service,mailed check,no,7.0,1.0,13.0,2.0,2024.0,1.0,7,0,invalid
52.0,,other,63.11719411032339,47.23541763437338,2981.367023710937,2 year,no internet,yes,yes,no,credit card (automatic),no,7.0,4.0,22.0,5.0,2023.0,0.0,21,1,outlook.com
49.0,female,other,27.134090915283096,33.01118033250037,895.7283683628704,monthly,fiber optic,yes,yes,no,bank transfer (automatic),yes,5.0,4.0,17.0,12.0,2023.0,6.0,50,0,invalid
40.0,female,hyderabad,1.3702382630490844,33.399231872881224,45.764905468670385,monthly,,,no,no,electronic check,yes,4.0,4.0,10.0,3.0,2023.0,4.0,10,0,invalid
27.0,male,other,39.11505737032006,76.34654701159059,2986.2995663842034,monthly,fiber optic,no,no,no,electronic check,yes,4.0,3.0,20.0,9.0,2023.0,2.0,38,1,outlook.com
31.0,other,mumbai,17.551201753871926,19.86174626039348,348.5975158003772,monthly,dsl,yes,no,no,electronic check,yes,4.0,7.0,25.0,11.0,2023.0,5.0,47,1,outlook.com
47.0,female,other,12.991440866417731,44.08139483297141,572.6808342817602,1 year,dsl,yes,no,yes,bank transfer (automatic),no,8.0,0.0,11.0,12.0,2023.0,0.0,50,0,invalid
18.0,male,mumbai,33.210515604284254,83.13637793894324,2761.0019768249476,monthly,no internet,yes,yes,no,electronic check,no,4.0,6.0,24.0,10.0,2023.0,1.0,43,1,gmail.com
51.0,other,pune,24.54922299956946,105.82677247641882,2597.9650368483053,monthly,dsl,,no,no,mailed check,yes,5.0,1.0,15.0,2.0,2024.0,3.0,7,0,invalid
31.0,,mumbai,63.78125781013691,62.88775431037332,4011.060070770469,monthly,,no,no,yes,credit card (automatic),no,7.0,1.0,27.0,9.0,2023.0,2.0,39,0,invalid
40.0,male,pune,6.125053398537186,113.37762807095817,694.4440261341074,2 year,fiber optic,no,no,no,credit card (automatic),yes,8.0,1.0,24.0,11.0,2023.0,4.0,47,0,invalid
38.0,female,other,19.68080823043141,19.61118795712571,385.96402935513703,monthly,no internet,yes,no,no,credit card (automatic),no,5.0,2.0,18.0,5.0,2023.0,3.0,20,1,company.in
24.0,female,hyderabad,4.7327743752519496,118.92415864665918,562.8412106413061,monthly,dsl,no,no,no,mailed check,yes,5.0,1.0,,,,,,0,invalid
60.0,other,other,14.212422996074592,38.81044568748648,551.5904707767368,monthly,fiber optic,no,no,no,credit card (automatic),yes,4.0,4.0,4.0,8.0,2024.0,6.0,31,1,company.in
41.0,male,bangalore,18.214946219854525,77.83567794443455,1417.7726877437924,monthly,no internet,,yes,yes,electronic check,yes,3.0,3.0,3.0,4.0,2024.0,2.0,14,1,outlook.com
18.0,other,other,16.049050962166767,81.59201318987945,1309.4743777901583,2 year,,yes,no,no,electronic check,yes,6.0,2.0,,,,,,1,company.in
49.0,female,other,40.95897395833072,91.96408275382156,3766.7544706155486,monthly,no internet,no,,no,electronic check,yes,4.0,4.0,5.0,9.0,2023.0,1.0,36,0,invalid
50.0,,mumbai,3.0650199896651253,67.95488496206237,208.28308080411517,2 year,fiber optic,no,no,no,electronic check,yes,4.0,5.0,3.0,3.0,2024.0,6.0,9,0,invalid
